1.096159666776657104e-01,-3.848116993904113770e-01,-2.760578989982604980e-01,1.133767049759626389e-02
-2.903874218463897705e-01,6.477091312408447266e-01,-2.299897670745849609e-01,-2.273914068937301636e-01
1.912518441677093506e-01,3.366375863552093506e-01,-8.990857750177383423e-02,-4.762534797191619873e-01
-4.979493021965026855e-01,-1.079826429486274719e-01,-3.976807594299316406e-01,-4.273811280727386475e-01
1.757169961929321289e-01,-1.772469282150268555e-01,-3.882837891578674316e-01,-3.204598426818847656e-01
-2.297783643007278442e-01,-4.765759035944938660e-02,-5.066792964935302734e-01,-2.202818840742111206e-01
4.693844318389892578e-01,-4.753966927528381348e-01,-1.385695040225982666e-01,-3.647562265396118164e-01
2.987771481275558472e-02,3.370538055896759033e-01,2.376997917890548706e-01,7.809408754110336304e-02
6.035232543945312500e-01,-3.967998623847961426e-01,2.230441272258758545e-01,-6.617105007171630859e-01
6.173041649162769318e-03,-2.270872741937637329e-01,1.249772906303405762e-01,-3.442064821720123291e-01
4.241765141487121582e-01,-1.362789720296859741e-01,-2.260694466531276703e-02,-8.871735632419586182e-02
-5.027726888656616211e-01,-5.024049878120422363e-01,-2.832427620887756348e-01,-4.456177726387977600e-02
1.231868937611579895e-01,-6.071965023875236511e-02,7.252751588821411133e-01,-3.636498153209686279e-01
-3.183986246585845947e-02,1.389003098011016846e-01,-3.905715048313140869e-02,1.459824037738144398e-03
5.260674357414245605e-01,1.616997718811035156e-01,4.895434081554412842e-01,-2.409024387598037720e-01
5.747321620583534241e-02,-4.342118501663208008e-01,1.428231149911880493e-01,1.303675472736358643e-01
-2.883300781250000000e-01,-3.321077674627304077e-02,1.581462770700454712e-01,1.629095226526260376e-01
1.538060307502746582e-01,2.034677118062973022e-01,-1.051840092986822128e-02,6.400942802429199219e-01
