1.260261088609695435e-01,9.272438287734985352e-02
3.567798435688018799e-01,1.227803453803062439e-01
3.120179176330566406e-01,2.968034446239471436e-01
2.017259001731872559e-01,9.065205603837966919e-02
5.834061503410339355e-01,2.042072117328643799e-01
2.730876952409744263e-02,2.958479896187782288e-02
2.614084482192993164e-01,2.233196347951889038e-01
4.072430729866027832e-01,4.559095799922943115e-01
4.538161754608154297e-01,-1.091585010290145874e-01
3.825457692146301270e-01,-7.659847289323806763e-02
-4.607863426208496094e-01,3.673831000924110413e-02
-4.000334814190864563e-02,3.393743932247161865e-01
3.877164423465728760e-02,3.976793587207794189e-01
3.469923883676528931e-02,1.658600755035877228e-02
-2.690417170524597168e-01,1.484390497207641602e-01
-6.936082839965820312e-01,9.387924522161483765e-02
-3.599016666412353516e-01,2.961509861052036285e-02
-3.415729701519012451e-01,2.231167070567607880e-02
-3.542660772800445557e-01,7.829293608665466309e-02
-3.455621004104614258e-01,6.973865441977977753e-03
-8.152518421411514282e-02,-1.088494136929512024e-01
-4.045563042163848877e-01,2.915194630622863770e-02
-4.352262914180755615e-01,2.034733295440673828e-01
-2.570312917232513428e-01,3.167007118463516235e-02
-1.940063200891017914e-02,4.789339378476142883e-02
